,歌詞
0,重い体を 最終列車に乗せて揺れながらなぞる 今日の事ホームに降りて 気付いた事は無くした切符と 猫背の僕話したい事は 山程あるけどなかなか言葉になっちゃくれないよ話せたとしても 伝えられるのはいつでも 本音の少し手前耳障りな電話のベル「元気?」って たずねる 君の声僕の事なんか ひとつも知らないくせに僕の事なんか 明日は 忘れるくせにそのひとことが 温かかった僕の事なんか 知らないくせに疲れた心を 毛布で隠してため息でなぞる 今日の事くしゃみをして 気付いた事はマンガを買った事と 読まない僕話したい事は 山程あるけどなかなか言葉になっちゃくれないよもう寝てしまおう 夢でも見よう底抜けに明るいヤツがいい目を閉じると思い出す「元気?」って たずねる 君の声僕の事なんか ひとつも知らないくせに僕の事なんか 明日は 忘れるくせにそのひとことが 優し過ぎた優し過ぎて 言葉もでなくてねぇ僕の事なんか ひとつも知らないくせに僕の事なんか 明日は 忘れるくせに君の声が 温かかった僕の事なんか…君の事なんかー…話したい事は 山程あるけど話さないと決めた事もある電話の後で 僕が泣いた事をいつまでも君は知らずにいる
0,青いベンチに座って　あったかいコーヒー飲みましたこれから昇る太陽が　東の空を染めましたそれはもう　嘘みたいに　キレイで　驚いたなぁ駅へ急ぐスーツの人　Yシャツの襟が立っていてそれに気付いて直す時　辺りをキョロキョロ伺ってまるで　自分を見る様で　もどかしくて　まいるなぁ格好つけて　強がって　理屈ばかりの俺です無駄に焦って　取り繕って　それすら認めませんあの人が　会社に間に合いますようにシャドーボクシングする人　ジグザグに並木を往復一心不乱のその目は　汗など気にしない模様かたや自分はこのザマで　情けなくて　まいるなぁ格好つけて　強がって　言い訳くさい俺です無駄に悟った　フリばっかりで　知る努力もしませんあの人が　試合で負けませんように俺は唄っているんだろう？誰に唄っていたんだろう？俺は解っているんだろう？何を解っていたんだろう？家路を辿るランドセル　並んだ赤黒　二人分「君が好きだよ」と容易く　目の前で言ってのけたそれは自分に　無いモノで　羨ましくて　まいるなぁ格好つけて　強がって　大人気取りの俺ですスナオな気持ち　言えないままで　笑ってみたりします黒の想いが　赤に届きますようにどこで迷っているんだろう？何を迷っていたんだろう？誰に唄えばいいんだろう？俺に唄えばいいんだろう？青いベンチのまわりに　鳩が集まってきましたあいにくエサは持ってないよ　君らの役には立たないよいい加減　家に帰るかな　冷たいコーヒーを飲んだらコーヒー好きな　オマエのさ　馴染んだ顔が浮かんだよこんな一日の話を　笑ってくれるんだろうなぁこんな一日の思いは　お見通しなんだろうなぁ「格好つけて　強がって」繰り返してる俺です覗いてみれば　全然ダメで　ホントに　まいるなぁいつもの顔で　コーヒーを飲んでいる　オマエですいつもの顔で　全然ダメな　俺のとなりに居ますこんな唄を　明日　オマエに　渡せますように冷たいコーヒーが　あたためてくれた
0,夕立が屋根を叩いた唄　窓の外で世界を洗った掌にはなんにもない　ただなんとなく眺めて何分君は夜の空を切り裂いて　僕を照らし出した稲妻あまりにも強く輝き　瞬きの中に消えていったあとどれくらいしたら普通に戻るんだろう時計の音に運ばれていくあの温もりが　何度も聴いた声が　君がいた事が　宝石になった日忘れたように　笑っていても　涙越えても　ずっと夢に見る太陽は何も知らない顔　完璧な朝を連れてくる丸めた背中で隠して　冴えない顔　余計なお世話出来る事はあんまりないけど　全くないわけでもないから全自動で続く日常をなんとなく　でも止めないよ出来るだけ先の未来まで見届けるよ出来るだけ先に運んでいくよこんなに寂しいから　大丈夫だと思う時間に負けない　寂しさがあるから振り返らないから　見ていてほしい　強くはないけど　弱くもないから瞬きの中　消えた稲妻　雨が流した　君の足跡瞬きの中　掌の下　言葉の隙間　残る君の足跡増えていく　君の知らない世界　増えていく　君を知らない世界君の知っている僕は　会いたいよひとりじゃないとか　思えない日もあるやっぱり大きな　寂しさがあるから応えがなくても　名前を呼ぶよ　空気を撫でたよ　君の形にあの温もりが　何度も聴いた声が　君がいた事が　宝石になった日忘れないから　笑っていける　涙越えても　ずっと君といる君がいた事が　宝石になった日
0,失敗しない　後悔しない　人生がいいな少し考えてみただけさ　有り得ないって解ってる君に貰った花　3日と持たず　枯らしたよ詳しい人に話聞けば　水の遣り過ぎらしい巧くいかない　日々が繋がっていっそ　止めたくなって　それも出来ないそんなモンだって　割り切れた訳でもない貰った花　色とりどり　ちゃんと咲いたよいつまでも続けばいいな　これは夢だって気付いてる外は雨降り模様　薄目で見た時計が止まってる今何時かな　気になったけど　目を閉じてしまったどうやらまた　朝に繋がった遅刻かも　起きなくちゃいいや、ホリデイ　今日は起きないぞ夢の続き　見るんだ失敗しない　花も枯れない　人生がいいなざまぁみろ　僕は見つけたぜ　まぶたの裏側でもしかしたら　そろそろ玄関を開けてなきゃ　やばい頃だけど　ホリデイ　僕は起きないぞ駄目だ　眠れない巧くいかない　日々が繋がっていっそ止めてみたら　なおさら酷いこんな僕だって　朝を繋いでる失敗しない　雨も降らない人生なんて　ない遅刻でもいいから　行こうかなそんで　帰る時覚えてたら君に貰った花を　買って帰ろう　時計の電池もあと　2回　寝返りしたら　試しに起きてみようあと　3回　寝返りしたら　今度こそ起きてやろう
0,色々書いたノート　真っ黒で真っ白デジタル時計が　チクタク鳴ってる大声で叫びたい　叫びたい事が解んないへろへろ　疲労だけが確かなものラララ　それ以外　特にない色々書いたノート　自分でも意味不明良いとか悪いとかの前に　まず意味不明大声で叫びたい　叫んでも変わんないカモンカモン　重い思いだけはあるのにラララ　思いだけはあるのにラララ　だけなら楽しいのに何も言わないで　言えないままででも心はずっと喋ってるのに目の前に向けて　その前に僕に向けてずっと諦めないのに色々書いたノート　閉じたって開いてるデジタル時計が　チクタクやかましい大声で叫びたい　誰かに聴いてもらいたいいつでも　それだけが確かなものラララ　これ以外　僕にないラララ　それ以外　特にない
0,尖った言葉がいくつか　壁にぶつかって　転がって冷えたざわついたまま　静かになって　時間だけがすり抜けた誰かが誰か傷つけて　だからどちらも　傷ついてお揃いの気持ちで　離れながら　お揃いの気持ちで側にいた声が聞きたくて　なかなか声が出せなくて心は何度も　呼んでいるのに怖くて痛くて惨めでも大事で　隠して鍵かけて　忘れたふりして守ってきた　ほんとのほんとが　二人分でずっと　呼び合っているのに大人の顔をしてから　生き方がちょっと　雑になった普通の事だし　普通が大変で　時間に大体運ばれた尖った言葉が的確に　胸を貫いて　転がって冷えた何も出来ないよ　震えながら　押さえつけていくのだろう側にいる意味を考えて　なかなか辿り着けなくて体はとっくに　解っているのに生まれた時くらいの裸の声で　動物のままで　育たない声で鏡みたいに　同時に触って今が終われば今までに戻って　それでもいいよ　今の続きなら守っていく　ほんとのほんとが　一度でもちゃんと　抱き合えた分けられない　ほんとのほんとが　二人分でずっと
0,○月×日本日モ通信試ミルガ　応答ハ無シワタシハ　ドンナニ離レテモ　イツモアナタノ　周回軌道上夜空に光を放り投げた　あの泣き声は　いつかの自分のもの記憶に置いていかれても　活動は続く　遠く応答願ウ命ノ地表カラ　打チ上ゲラレテ　随分経ツズット　通リ過ギル星ノ　数ヲ数エテ　飛ンデキタソノ度覚エタ　音ヲ繋ギ　メロディーヲ送ル
0,何を言おうとしたの　その目の奥に何を隠したの秒針はそこを示して止まっている渇いた喉が震えて　聞こえない言葉を呟いている皆集まって　全員ひとりぼっち足音の隙間　何か落ちる音聴こえた耳に触れた　指先が熱いいこうよ　いこうよ嵐の中も　その羽根で飛んできたんだいこう　いこうよ嘘と本当に囲まれ　逃げ出す事もままならないまま秒針にそこを指されて止まっている失うものはないとか　かっこいい事言えたらいいよな本気で迷って　必死にヘラヘラしている夜を凌げば　太陽は昇るよそうしたら必ず　また夜になるけど希望　絶望どれだけ待ったって　誰も迎えにこないじゃないいこう　いこうよ心はいつだって　止まれないで歌っている死んだような今日だって　死ねないで叫んでいる与えられた居場所が　苦しかったらそんなの疑ったって　かまわないんだ体は信じているよ　君の全部を叫びたい言葉が輝いているいこうよ　いこうよその声頼りに　探すから見つけてほしいいこう　いこう絶望　希望羽根は折れないぜ　もともと付いてもいないぜいこう　いこうよ心はいつだって　止まれないで歌っている繰り返す今日だって　今日だって叫んでいる嵐の中も　その羽根で飛んできたんだいこう　いこうよいこうよ
0,溜め息の訳を聞いてみても　自分のじゃないから解らないだからせめて知りたがる　解らないくせに聞きたがるあいつの痛みはあいつのもの　分けて貰う手段が解らないだけど　力になりたがる　こいつの痛みも　こいつのものふたりがひとつだったなら　同じ鞄を背負えただろうふたりがひとつだったなら　別れの日など来ないだろう言葉ばかり必死になって　やっと幾つか覚えたのにただ一度の微笑みが　あんなに上手に喋るとはいろんな世界を覗く度に　いろんな事が恥ずかしくなった子供のままじゃ　みっともないからと爪先で立つ　本当のガキだ夕焼け空　きれいだと思う心を　どうか殺さないでそんな心　馬鹿正直に　話すことを馬鹿にしないでひとりがふたつだったから　見られる怖さが生まれたよひとりがふたつだったから　見つめる強さも生まれるよ理屈ばかり　こねまわして　すっかり冷めた胸の奥がただ一度の微笑みで　こんなに見事に燃えるとはふたりがひとつだったなら　出会う日など来なかっただろう大切な人に唄いたい　聴こえているのかも解らないだからせめて続けたい　続ける意味さえ解らない一人で見た　真っ赤な空　君もどこかで見ただろうか僕の好きな微笑みを　重ねて浮かべた夕焼け空ただ一度の微笑みに　こんなに勇気を貰うとはここまで喉が震えるとは
0,叱られた後にある　晩御飯の不思議あれは魔法だろうか　目の前が滲む正義のロボットの剣で　引っ掻いたピアノ見事に傷だらけ　こんな筈じゃなかった大きくなるんだ　伝えたいから上手に話して　知って欲しいから何て言えばいい　何もわからない君の願いはちゃんと叶うよ　楽しみにしておくといいこれから出会う宝物は　宝物のままで　古びていく確か赤だった筈だ　三輪車　どこまでだって行けたひげじいがくれた熊は　よく見たら犬だったプラスチックのナントカ剣で　傷付けたピアノ模様のつもりだった　好きになろうとした大きくなるんだ　仲間が欲しいわかり合うために　本気を出せる様な基地が出来るまで　帰らない様な期待以上のものに出会うよ　でも覚悟しておくといい言えないから連れてきた思いは　育たないままで　しまってある更に　増えてもいく怖かったパパが　本当は優しかった事面白いママが　実は泣く時もある事おばあちゃんが　君の顔を忘れたりする事ひげじい　あれは犬だって　伝え様がない事いつか全部わかる　ずっと先の事疑いたいのもわかる　君だからわかるメソメソすんなって君の願いはちゃんと叶うよ　怖くても　よく見て欲しいこれから失くす宝物が　くれたものが今　宝物君の願いはちゃんと叶うよ　大人になった君が言う言えないから連れてきた思いは　育てないままで　唄にする叱られた後にある　晩御飯の不思議その謎は　僕より大きい　君が解くのかなこんな風に　君に説くのかな
0,合図決めておいたから　お互い二度と間違わない夕焼けが滲む場所で　待ってるから待っててねどこにも行かないままで　どこにでも行ける迷子恒星を3つ目印に　知らない内に知り合った僕らはずっと呼び合って　音符という記号になった喉震わせて繋がって　何も解らなくなった悩める誰か置き去りにして　世界は大概素晴しいらしい夜に色が付くまでに　秘密の唄を歌おう涙の無い泣き顔に　ちゃんと気付けるよ今は恒星を3つ目印に　いつまでだって側にいる繋いだ手は離せるよ　会いたいわけでもないよ約束なんか要らないよ　それでも無くさないよ僕らはずっと呼び合って　音符という記号になった出会った事忘れたら　何回だって出会えばいい
0,嬉しそうな並木道を　どこへ向かうのすれ違う人は皆　知らない顔で街はまるでおもちゃ箱　手品みたいに騙すように隠すように　キラキラ光るバスの向こう側で　祈りの歌声今夜こそ優しくなれないかな　全て受け止めて笑えないかな大声で泣き出した　毛糸の帽子空に浮かぶ星を取って　飾りたいと言う待ちぼうけ　腕時計　赤いほっぺた白い息で冷えた手を　暖めながらずっと周り続ける　気象衛星誰かに優しく出来ないかな　全て受け止めて笑えないかないつもより　ひとりが寂しいのはいつもより　幸せになりたいから比べちゃうから肩ぶつけて　頭下げて　睨まれた人嘘つきが抱きしめた　大切な人街はまるでおもちゃ箱　あなたも僕も誰だろうと飲み込んで　キラキラ光る許せずにいる事　解らない事　認めたくない事　話せない事今夜こそ優しくなれないかな　全て受け止めて笑えないかな僕にも優しく出来ないかな　あなたと楽しく笑えないかな笑えないかな信号待ち　流れ星に驚く声いつも通り見逃した　どうしていつもだけど今日はそれでも　嬉しかったよ誰かが見たのなら　素敵な事だそんな風に思えたと　伝えたくなる誰かにあなたに　伝えたくなる優しくされたくて　見て欲しくてすれ違う人は皆　知らない顔でラララ知らない顔で　同じラララしまう電話の向こう　同じラララそうだといいね　そんなこともないかなイヤホンの向こう　同じラララMerry Christmas
0,疲れたら　ちょっとさ　そこに座って話そうかいつだって　僕らは　休む間も無く　さまよった目にも止まらない速度で　世界は明日へと向かう響く鐘の音の様な　あのメロディーはなんだっけ白い紐靴が　ふと気付けば　土の色こうやって　いくつも　お気に入りは汚れてった何も無かったかの様に　世界は昨日を消してく作り笑いで見送った　夢も希望もすり減らした変わる景色に迷う時　微かな音が目印になる消える景色のその中に　とり残された時響く鐘の音の様な　あのメロディーはなんだっけ昨日や明日じゃなくて　今を唄った歌生きてきた分だけ　増えた世界が　作る迷路その中で僕らは　目印を深く　突き刺したどのくらい遠く離れたの？　いつから独りに慣れたの？風に揺れる旗の様な　あのメロディーを思い出してそこで涙をこぼしても　誰も気付かない　何も変わらない少しでも　そばに来れるかい？　すぐに手を掴んでやる風に揺れる旗の様な　あのメロディーを思い出して遠い約束の歌　深く刺した旗全てが形を　変えて　消えてもその耳を　澄ましておくれ涙目を　凝らしておくれ響く鐘の音の様なホラ風に揺れる旗の様なあのメロディーはなんだっけ　思い出して僕らは嫌でも明日を迎えて　いつかは昨日を忘れるそして　今　君の手を　掴む為のメロディーフラッグそこで涙をこぼしても　景色は変わり　そして消えてく少しでも　そばに来れるかい？　必ず見つけてやる変わる景色に迷う時　微かな音が確かに響く消える景色のその中に　消せない旗があるここで　今　君の手を　掴む為のメロディーフラッグ遠い約束の歌　深く刺した旗
0,君に嫌われた君の　沈黙が聴こえた君の目の前に居るのに　遠くから聴こえた発信源を探したら　辿り着いた水溜まりこれが人の心なら　深さなど解らない呼ばれたのが　僕でも僕じゃないとしてもどうでもいい事だろう　問題は別にあるんだ息は持つだろうか　深い心の底まで君が沈めた君を　見つけるまで潜るつもりさ苦しさと比例して　僕らは近付ける再び呼吸をする時は　君と一緒に僕もまた同じ様に　沈黙を聴かれた君もまた同じ様に　飛び込んでくれるなら口付けを預け合おう　無くさずに持っていこう君に嫌われた君へ　代わりに届けるよ誰もが違う生き物　他人同士だから寂しさを知った時は　温もりに気付けるんだ勇気はあるだろうか　一度心覗いたら君が隠した痛み　ひとつ残らず知ってしまうよ傷付ける代わりに　同じだけ傷付こう分かち合えるもんじゃないのなら　二倍あればいい怖いのさ　僕も君も自分を見るのも見せるのも　或いは誰かを覗くのもでも　精一杯送っていた　沈めた自分から祈る様なメーデー響く救難信号　深い心の片隅こんなところにいたの　側においで　逃げなくていいよ触れた発信源に　届けるよ　口付け君から預かってきたんだよ勇気はあるだろうか　一度手を繋いだら離さないまま外まで　連れていくよ　信じていいよ息は持つだろうか　眩しい心の外まで再び呼吸をする時は　君と一緒に
0,起きたら胸が痛かった　心とかじゃなく右側が夜になったら治ってた　痛かった事も忘れてたあくせく働いて寝て終了　起きて飯食って寝て終了いずれも生活という行為　鈍感と不感は別の物診察　保険　繋いだライフ　稼いだマネーで買った物安心　娯楽　潰したタイム　色々と高くつくもんだ一生終わる事なんかない　今日は昨日の明日だったでしょう始まりを考えても意味が無い　ありふれた答えしか出てこない現実派気取りでいるなら　慰めなんて期待しないでしょう死んだ魚の目のずっと奥の　心はとても丈夫だぜ友達のバイクがぺっちゃんこ　泣きたい立場十人十色なんだってネタにする仕事　敏感と不感の使い分け買い手のいない激しい怒り　置き場など無い哀しい悟りそれでも生活という行為　生まれたらどうか生き抜いてレッカー　新車　滲んだライフ　罪無きマネーがお片付け重力　地球　人の価格　イカロスとは違うよ全然誰が弁償してくれる　大小損害忍耐限界それで何を弁償して貰う　そこは曖昧なままにしたい勝敗が付けば終わるなら　負けを選んでそれでも息する死んだ魚の目のずっと奥の　心に拍手を贈るよ同族嫌悪　競ったライフ　誰かの真似で知った顔安全地帯で没個性　開き直る相手はどこに他人事だけど頑張れよ　手伝う気も方法も無い道徳と規則の中で　へらへら頑張るしかないよわざわざ終わらせなくていい　どうせ自動で最期は来るでしょうその時を考えても意味が無い　借りてきた答えしか出てこない現実派気取りじゃないなら　どんな時間が無駄か解るでしょう死んだ魚の目って言われても　心臓はまだ脈を打つ四の五の言わず飯食えよ　人の振り見て人にはなれんよ気にする程見られてもいないよ　生まれたらどうにか生き抜いて周りが馬鹿に見えるなら　生き難いなんて事もないでしょう死んだ魚の目を笑う奴に　今更躓く事もないでしょうあぁ君には言ってない　そう無視してくれていい相槌さえ望まない　そもそも大した事言ってない手貸したら握るかい　どっちでもいいけどさあぁ外野は放っとけ　そもそも大した事言ってない
0,あんなに夢中で追いかけたのが　嘘みたいだけど本当の今大切にしてきたけど 実はただ　そう思い込んでいただけあまりにもはっきり　解ってしまったねもう要らなくなってしまったねまるで自分が自分でいる事を　諦めたような気がする気がするだけで 何度考えても　複雑なようで単純な答え古くなった未来を　見つめていたんだよそれさえ過去になっていくんだよ沢山手放して　完全に自由だいくつのさよならと出会っても　初めましてとは別れないよあなたが変えようとしたあなたを　きっと覚えているからずっと一緒だと思っていた人とは　ずっと別々だったと知る仲良しだった　そうでもなかった　万感の思いで手を振る忘れられたって　忘れなきゃいいそれすら忘れちゃうだろうけど必要な時には　思い出すんじゃないのどれだけ今から離れても　無くならないから今があるよあなたを変えようとしたあなたは　ずっと前から変わらない迷っていたいだけでした　お別れ言わせて毎度お馴染みの理由で　また延長臆病な私に必要だったのは小さな勇気じゃなくて　本当の恐怖　ほら朝が来る何のためどころか　何をしているのかさえ　曖昧だったけど信じないくせに　誰かに言ってもらいたい　無駄なんかないよってどれだけ自分から離れても　当たり前だけど離れないよあなたは変わったあなたも　やっぱり嫌になったでしょういくつのさよならと出会っても　初めましてとは別れないよあなたを変えようとしたあなたは　まだ誰にも出会っていないあなたにも出会っていない
0,生まれた時は　覚えてないが　呼吸はしていた理由は無いけど　生みの親は　ひと目で判ったまだ小さくて　白い体　擦り寄せてみた彼女は　やっと　それに気付いて　名前を付けた「いつから側に居たの?　抱いて欲しいの?」答える術も無いから　ただ　身を寄せたよ少しは　あったかいかなくだらなかった　彼女の日々は　大きく変わった餌を与えて　散歩にも行って　沢山触った首輪を巻いて　服まで着せて　紐で繋いだ人が来れば　見せびらかして　鼻を高くした「少しも　離れないの　よく　懐いているの」忘れられたくないから　ひたすら身を寄せるよそれで　覚えていてくれるなら寂しくはないよ　君と居られるからただ　名前を呼んでくれる事が少しずつ　減ってきた生まれた時は　覚えてないが　呼吸はしていた既に　名前とは　懸け離れた　姿にされていた自分の色と　動き方を　忘れてしまった彼女もいつか　付けた名前を　忘れてしまった変わり果てた　夢の頬に　涙落とした触ってみても　その感触は　別のものだった自分で着せた　服を脱がして　涙落としたあぁ　そうだった　こんなに白い体をしていた「この手で　汚していたの?　閉じ込めていたの?」苦しかった首から　首輪が外れた僕は自由になったいつでも　側にいるよ　ずっと　一緒だよ首輪や　紐じゃないんだよ　君に身を寄せるのは全て僕の意志だ寂しくはないよ　君と生きているからただ名前を　呼んでくれるだけで　いいんだよねぇ　それだけ　忘れないで
0,車輪が回って遠ざけていく体と体遠ざけていく鼓膜に残る耳鳴りと二人で一人の夜に戻る信じられないくらいにすぐ過ぎた魔法の時間はすぐ過ぎた頭の中は片付かないままで枕まで帰る君の声が聴こえた事まぶたの裏に光の記憶まだ消えない　消えないよまだ輝いたままだよでもいつか消えちゃう　消えちゃうよこんなに今こんなに愛しいのにあんなに体が叫んでいた心臓が何か訴えていた拾った紙吹雪一枚触れたら化石みたいに喋る伝えたかった事　伝わったのかな伝えたかった事ってなんなのかな君の昨日と君の明日をとても眩しく思う出会えば必ずさよならそこから伸びた時間の上また会いたい　会いたいよもう会いたい　会いたいよ君がいるのにいないよ君の昨日と明日に僕もいたいlalalaもう消えない　消えないよそこから伸びた時間の上を歩くよ全て越えて会いにいくよ
0,約束が欲しかったんだ　希望の約束がそのためなら　全てを賭けられる様なそれがある誰かさんは　ぎりぎりで大変なんだってそれがないからといって　そんな風に見ないで一日中何してたんだっけ　イライラしたのは何故だっけ受け入れたような顔をして　欲張っているんだろうな　きっときっと　何度でもなんて無理なんだ　変われるのは一度だけ鏡の中の人に　好きになってもらえるように笑ってもらえなくてもいい　笑えるようになれたらいい嫌いな自分と一緒に　世界まで嫌わないようにどうでもいいという言葉　どうにも主張しがち傷付けたいのかもしれない　仲間探しかもしれない何もない誰かさんが　何かを見つけたんだってくだらないって誤魔化した　その時間がくだらない動こうとしない理由並べて　誰に伝えたらどうなるの周りと比べてどうのじゃない　解っているんだ　そんな事はどれだけ傷付いたって　誰にも関係ない事鏡の中の人とだけ　二人で持っていける何でちゃんとお腹が減るの　何のために息は続くの明日もきっと生きているよ　誰にも関係ないままで約束が欲しかったんだ　希望の約束がそれがないという事に　甘えていただけ大声で泣き出したいよ　慣れてなくてうまく出来ないよ嫌いな世界と一緒に　自分まで嫌わないように何度でもなんて無理なんだ　変われるのは一度だけ鏡の中の人と　交わした希望の約束変わらないままの人と　鏡の前で向き合えるようにそう変わるんだ　一度だけ変わるんだそう変わるんだ
0,涙で濡れた部屋に　ノックの音が転がった誰にも会えない顔なのに　もう　なんだよ　どちら様？「名乗る程　たいした名じゃないが　誰かがこう呼ぶ“ラフ・メイカー”アンタに笑顔を持って来た　寒いから入れてくれ」ラフ・メイカー？　冗談じゃない！　そんなモン呼んだ覚えはない構わず消えてくれ　そこに居られたら泣けないだろうルララ　ルラ　ルララ　ルラ大洪水の部屋に　ノックの音が飛び込んだあの野郎　まだ居やがったのか　消えてくれって言ったろう「そんな言葉を言われたのは　生まれてこの方　初めてだ非常に哀しくなってきた　どうしよう　泣きそうだ」ラフ・メイカー？　冗談じゃない！　アンタが泣いてちゃ仕様がない泣きたいのは　俺の方さ　こんなモン呼んだ覚えはないルララ　ルラ　ルララ　ルラ二人分の泣き声　遠く……ドアを挟んで背中合わせ　しゃっくり混じりの泣き声膝を抱えて背中合わせ　すっかり疲れた泣き声今でもしっかり俺を　笑わせるつもりか　ラフ・メイカー「それだけが生き甲斐なんだ　笑わせないと帰れない」今ではアンタを　部屋に入れてもいいと思えたが困った事に　ドアが開かない　溜まった涙の水圧だそっちでドアを押してくれ　鍵なら既に開けたからウンとかスンとか　言ってくれどうした？　おい、まさかラフ・メイカー？　冗談じゃない！　今更　俺一人置いて構わず消えやがった　信じた瞬間裏切ったラフ・メイカー？　冗談じゃない！　逆側の窓の割れる音鉄パイプ持って　泣き顔で「アンタに笑顔を持ってきた」ルララ　ルラ　ルララ　ルラ小さな鏡を取り出して　俺に突き付けてこう言った「アンタの泣き顔笑えるぞ」呆れたが　なるほど　笑えた
0,小さく震える手にはマッチ　今にもランプに火を灯すとまらぬ泪を乾かすタメ　ようやく振った　なけなしの勇気思いつく限りの夢や理想を　残らずポッケにつめこんできたポッケに開いてた穴を見つけて　泣き出す瞬間　呼びかける声「ハロー、ハロー、気付いておくれ　君の中で待っていたんだよ大丈夫、大丈夫、僕は君のハートに住む　情熱のランプだよ」落とした夢　理想の類　それを探しさまよう道を照らしだすよ　ハートのランプ今まで気付かなかった誇れるベストフレンドもらえる限りの　愛や安心を　入れたカバン大事にしてきたそいつも誰かにひったくられて　くたばる寸前　呼びかける声「ハロー、ハロー、聞こえるだろう？　君の中にずっと居たんだよ大丈夫、大丈夫、いつも一緒だよ　君と生きる情熱のランプだよ」失くした愛　安心の類　それを探し　凍える道を温めるよ　ハートのランプ　今まで気付かなかった　頼れるパートナー「君が強く望みさえすれば照らしだそう　温めよう　歩くタメの勇気にだってなるよ」約束しろよ　ハートのランプ　もう一度僕を歩かせてくれ「ヘンだな　僕は君自身だよ　自分が信じれないのかい？」小さく震える手にはマッチ　今にもランプに火を灯す闇に凍えるこの身を救う　最後の術は　この身の中に夢や理想　愛　安心の類　それを手にするチカラが情熱小さく震える手にはマッチ　僕らが僕らに呼びかける声ようやく聞こえた　やっと気付いた　泪を乾かすチカラ当たり前の事に気付いた　自分自身知らなかった自分自身落としたモノ　失くした類　探す道を歩ける勇気僕の中の情熱のランプ　今にもマッチは芯に触れる今にもマッチは芯に触れる
0,例えば日カゲでゆれるその花をなぜか愛しく思い「どうにかして日なたに」と悩めたら少し強くなれる例えば大事な人の泣くスガタに言葉がでなくても「とっておきの唄」を聴かせてあげれればナミダも止められるそのポケットのスミを探すのさ　きっと勇気のカケラが出てくるだろう自信を持っていいハズさ　僕ら時には勇者にでもなれるんだ守るべきものがあれば　　リトルブレイバー守るべきヒトがいれば　　リトルブレイバー「どうにかして日なたでとっておきの唄を聴かせてあげよう」だからもう泣かないで　僕が守るからぼくらだれでも大切なナニカをきっと持ってんだ大なり小なり人それぞれのなにかを持ってんだボクラいつでも大切なナニカの為に生きてんだ何かに笑って何かで怒ってたまに泣いてんだそして守るべき時が来たなら　ほうら勇気のカケラも大きくなりゆるぎないPRIDEになるんだ　するとどうだろう何も怖くないんだ守るべきヒトがくれる　リトルブレイバー守るべきものを誇る　　リトルブレイバーねえ単純に気高き夢のタメ　愛するヒトのタメできない事なんて1つでもあるかい？もうポケットはすでにいっぱいだ　そいつを誇り信じれるだろう？大事なコトもわかるだろう？　時には勇者にでもなれるんだ守るべきものがあれば　リトルブレイバー守るべきヒトがいれば　リトルブレイバー僕にとって唄う事が　　ブレイバー全身全霊のチカラを　　リトルブレイバー単純に気高き夢のタメ　愛するヒトのタメできないコトなんて　やれないコトなんてそんな弱さなんて　哀しいもんだろう…
0,嵐の中をここまで来たんだ　嵐の中をここまで来たんだ出会って生まれた光　追いかけてポケットに勇気がガラス玉ひとつ分　それぞれ持っている　ガラス玉ひとつ分並べても同じ数　あの日から　始まりからつぎはぎの傘　汚れたカンテラ手作りの地図　大事に一緒に　使ったここはどこなんだろうね　どこに行くんだろうね誰一人　わかっていないけど側にいる事を選んで　今側にいるから　迷子じゃないんだたくさん笑ったり　それよりはるかに少ない泣いたり怒ったりした事の全部が音符になって繋がって　僕らを結んだポケットに恐怖が宇宙と同じくらい　それぞれ持っている　宇宙と同じくらい同じ時に震えたら　強くなれた　弱くなれた指差したUFO　すれ違った野良猫あくびのユニゾン　あと何があった　教えて意地や恥ずかしさに負けないで　心で正面から向き合えるよ僕らを結ぶリボンは　解けないわけじゃない　結んできたんだ君の勇気を　僕が見れば星だ　並べても同じでありたいあぁ　ここはどこなんだろうね　どこに行くんだろうね　迷子じゃないんだ嵐の中を　ここまで来たんだ　嵐の中を　ここまで来たんだカウントからせーので息を読み合って　泣いたり怒ったり笑ったりの全部で嵐の中をここまで来たんだ　出会って生まれた光　追いかけて嵐の中をどこまでも行くんだ　赤い星並べてどこまでも行くんだ
