,歌詞
0,誰かの胸の夜の空に　伝えたい気持ちが生まれたら生まれた証の尾を引いて　伝えたい誰かの空へ向かういつも迷路　終わらないパレード　止まったら溺れるゴールなんてわからないままで　いつまで　どこまで時間と距離を飛び越えて　君のその手からここまで来た紙に書かれた文字の言葉は　音を立てないで響く声そうやって呼んでくれただろう　見上げればちゃんと聴こえたよ僕の上にも届いたように　君の空まで届いてほしいせめて君に見えるくらいには輝いてほしい流れ星の正体を僕らは知っている足元をよく見て階段一つずつ　どれくらいざわついていても　ひとり肩を擦るように避けながら　世界に何億人いようとも　ひとり今日は何もない一日と言えば　そこまでの毎日増え続けて溢れそうな唄の欠片たちが　早く会いたがって騒ぐんだ変わらないで変われなくて　ずっと　それでも続いているゴールなんて決められないだけで　なんなら　今でも君が未来に零す涙が　地球に吸い込まれて消える前にひとりにせずに掬えるように　旅立った唄　間に合うように命の数と同じ量の一秒　君はどこにいる　聴こえるかい君の空まで全ての力で　旅立った唄に気付いてほしいどんな事もこんな熱も街にまぎれる流れ星の正体を僕らは知っている太陽が忘れた路地裏に　心を殺した教室の窓に逃げ込んだ毛布の内側に　全ての力で輝け　流れ星お互いに　あの頃と違っていても　必ず探し出せる　僕らには関係ない事飛んでいけ　君の空まで　生まれた全ての力で輝け
0,探さなきゃね　君の涙のふるさと頬を伝って落ちた雫が　どこから来たのかを出掛けるんだね　それじゃここで見送るよついていけたら嬉しいんだけど　一人で行かなきゃねリュックの中は空にしたかな　あれこれ詰めたら　重いだろうその濡れた頬に　響いた言葉　それだけでいい聞こえただろう「会いに来たよ　会いに来たよ　君に会いに来たんだよ君の心の内側から　外側の世界まで僕を知って欲しくて　来たんだよ」見付けなきゃね　消えた涙の足跡彼の歩いた道を逆さまに　辿れば　着くはずさ見つめなきゃね　どんな淋しい空でも彼も見てきた　空だと知れば　一人じゃないはずさ逃げてきた分だけ距離があるのさ　愚痴るなよ　自業自得だろう目的地は　よく　知ってる場所さ　解らないのかい冗談だろう「会いに来たよ　会いに来たよ　消えちゃう前に来たんだよ君の涙のふるさとから　遠ざかる世界まで君に知って欲しくて　来たんだよ」到着だよ　ほら　覚えてるかな　いつか付いた傷があるだろう君の涙が生まれ育った　ふるさとがあるだろう新しい雫がこぼれたよ　治らない傷を濡らしたよ全てはこのため　この時のためとても長い旅を越えて「会いに来たよ　会いに来たよ　消えちゃう前に来たんだよ消せない心の内側から　遠ざかる世界までちゃんと見て欲しくて」「会いに来たよ　会いに来たよ　君に会いに来たんだよ君の涙のふるさとから　乾ききった世界まで僕を知って欲しくて　君を知って欲しくて　来たんだよ」笑わないでね　俺もずっと待ってるよ忘れないでね　帰る場所がある事を
0,眠れなかった体に　音が飛び込んで走る目を閉じれば真っ暗　自分で作る色言えないままの痛みが　そっと寄り添って歌う使い古した感情は　壊れたって動く見えない壁で囲まれた部屋　命に触れて確かめているそのドアに鍵は無い開けようとしないから　知らなかっただけ初めからずっと自由冷たいままの痛みが　そっと寄り添って祈る冷たいままの体を　温めようとしている生きようとする体を　音は隅まで知っている目を開けたって同じ　自分で作る色見えない壁が見えた時には　その先にいる人が見える虹を呼ぶ雨の下　皆同じ雨の下うまく手は繋げない　それでも笑う同じ虹を待っているあるいは気付いていて　怖かっただけどこまでもずっと自由そのドアに鍵は無いうまく手は繋げない　それでも笑う同じ虹を待っている
0,物語の始まりはそう　成す術の無い僕らが主役白いライト当てられて　期待を背負って頼むぜ我らがスラッガー今日はどうした　未だノーヒットノーラン一番前で見ている人の目　その想いは僕をあせらせて高鳴る心の背中につかえるタメ息に勇気かき消されても「まかせろ」なんていうだけどライトからすぐ逃げたいよ　打てるかな打てなきゃ　ノーヒットノーランスラッガーだって怯えるんだ好きな時に好きな事をして 時々休みまた適当に歩き出していた それがいつの間にか誰かに何か求められて誰にも甘えられないライトからすぐ逃げたいよ　だけど僕はスラッガーノーヒットノーランのままじゃ認められないそんな僕は存在しちゃいけない願わくば怯える自分に逃げ場を与えてあげたい願わくば誇れる自分と名誉とライトが欲しいボクになにがのこるんだろう？臆病なボクにナニガデキルンダロウ？ライトがまだ足りないよ「ボクはスラッガー」もっと思い込ませてくれ物語の始まりはそう　成す術の無い僕らが主役白いライト当てられて期待を背負って「頼むぜ我らがスラッガー」「まかせろ!!」って僕は胸をたたくこの手よ今は震えないで　この足よちゃんとボクを支えて白いライトあてられて怯えないように帽子を深くかぶり直し 不敵に笑うスラッガー普通に生きてりゃ誰だってライトを浴びる日は訪れるそんな時誰でも臆病で　皆腰のぬけたスラッガーノーヒットノーラン　誰かにそれを知って欲しいから「まかせろ!」って僕は胸をたたく
0,ほとんど沈んでるみたいな無人島地球儀にのってない名前もない昨日は近くまで希望の船が来たけど僕らを迎えに来たんじゃない太陽に見惚れて少しこげたプリズムをはさんで手を振ったけどCan you feel?Can you feel that hybrid rainbow?昨日まで選ばれなかった僕らでも明日を待ってるほとんどしぼんでる僕らの飛行船地面をスレスレに浮かんでる呼び方もとまどう色の姿鳥達に容赦なくつつかれるだろうCan you feel?Can you feel that hybrid rainbow?きっとまだ限界なんてこんなもんじゃないこんなんじゃないCan you feel?Can you feel that hybrid rainbow?ここは途中なんだって信じたいI can feel.I can feel that hybrid rainbow昨日まで選ばれなかった僕らでも明日を持ってる
0,健康な体があればいい　大人になって願う事心は強くならないまま　耐えきれない夜が多くなった少年はまだ生きていて　命の値段を測っている色々どうにか受けとめて　落書きの様な夢を見る優しい言葉の雨の下で　涙も混ぜて流せたらな片付け中の頭の上に　これほど容易く日は昇る悲しみは消えるというなら　喜びだってそういうものだろう誰に祈って救われる　つぎはぎの自分を引き摺って闘う相手さえ解らない　だけど確かに痛みは増えていく教わらなかった歩き方で　注意深く進む膨大な知識があればいい　大人になって願う事心は強くならないまま　守らなきゃいけないから少女はまだ生きていて　本当の事だけ探している笑う事よりも大切な　誰かの手を強く握って優しい言葉の雨に濡れて　傷は洗ったって傷のまま感じる事を諦めるのが　これほど難しい事だとは終わらせる勇気があるなら　続きを選ぶ恐怖にも勝てる無くした後に残された　愛しい空っぽを抱きしめて借り物の力で構わない　そこに確かな鼓動があるならどうせいつか終わる旅を　僕と一緒に歌おうHappy Birthday優しい言葉の雨は乾く　他人事の様な虹が架かるなんか食おうぜ　そんで行こうぜこれほど容易く日は昇る悲しみは消えるというなら　喜びだってそういうものだろう誰に祈って救われる　それよりも大切な手をとって勝ち負けの基準も解らない　だけど確かに守るものがある教わらなかった夢と共に　少年は大人になった続きを進む恐怖の途中　続きがくれる勇気にも出会う無くした後に残された　愛しい空っぽを抱きしめて消えない悲しみがあるなら　生き続ける意味だってあるだろうどうせいつか終わる旅を　僕と一緒に歌おうHappy birthday
0,持て余した手を　自分ごとポケットに隠したバスが来るまでの間の　おまけみたいな時間街が立てる生活の音に　一人にされたガムと二人になろう　君の苦手だった味だめだよ、と　いいよ、とを　往復する信号機止まったり動いたり　同じようにしていても他人同士元気でいるかなこの瞬間にどんな顔をしていただろう一体どんな言葉をいくつ見つけただろうああ　君がここにいたら　君がここにいたら話がしたいよボイジャーは太陽系外に飛び出した今も秒速10何キロだっけ　ずっと旅を続けているそれの何がどうだというのか　わからないけど急に自分の呼吸の音に　耳澄まして確かめた体と心のどっちに　ここまで連れて来られたんだろうどっちもくたびれているけど平気さ　お薬貰ったし飲まないしどうやったって戻れないのは一緒だよじゃあこういう事を思っているのも一緒がいい肌を撫でた今の風が　底の抜けた空があの日と似ているのに抗いようもなく忘れながら生きているよねぇ一体どんな言葉に僕ら出会っていたんだろう鼻で愛想笑い　綺麗事　夏の終わる匂いまだ覚えているよ話がしたいよ今までのなんだかんだとか　これからがどうとか心からどうでもいいんだ　そんな事はいや　どうでもってそりゃ言い過ぎかも　いや　言い過ぎだけどそう言ってやりたいんだ　大丈夫　分かっているガムを紙にぺってして　バスが止まりドアが開く
0,簡単な事なのに　どうして言えないんだろう言えない事なのに　どうして伝わるんだろう一緒に見た空を忘れても　一緒にいた事は忘れないあなたが花なら　沢山のそれらと変わりないのかも知れないそこからひとつを　選んだ僕だけに　歌える唄があるあなただけに　聴こえる唄がある僕がここに在る事は　あなたの在った証拠で僕がここに置く唄は　あなたと置いた証拠で生きる力を借りたから　生きている内に返さなきゃ涙や笑顔を　忘れた時だけ思い出して下さい同じ苦しみに　迷ったあなただけに　歌える唄がある僕だけに　聴こえる唄がある皆　会いたい人がいる　皆　待っている人がいる会いたい人がいるのなら　それを待っている人がいるいつでもあなたが花なら　沢山のそれらと変わりないのかも知れないそこからひとつを　選んだ僕だけに　あなただけにいつか　涙や笑顔を　忘れた時だけ思い出して下さい迷わずひとつを　選んだあなただけに　歌える唄がある僕だけに　聴こえる唄がある僕だけを　待っている人がいるあなただけに　会いたい人がいる
0,虹を作ってた　手を伸ばしたら　消えてったブリキのジョウロをぶらさげて　立ち尽くした　昼下がり名前があったなぁ　白くて　背の高い花視界の外れで　忘れられた様に　咲いてた色褪せて　霞んでいく　記憶の中　ただひとつ思い出せる　忘れられたままの花いつだったっけなぁ　傷を濡らした　あの日も滲んだ景色の中で　滲まずに　揺れてたいつだったっけなぁ　自分に嘘をついた日も正しいリズムで　風と唄う様に　揺れてたいつの日も　ふと　気付けば　僕のすぐそばでどんな時も　白いまま　揺れてた　誰のタメ？　何のタメ？生きていく意味を　失くした時自分の価値を　忘れた時ほら　見える　揺れる白い花ただひとつ　思い出せる　折れる事なく　揺れる虹を作ってた　一度　触れてみたかった大人になったら　鼻で笑い飛ばす　夢と希望ところが　僕らは　気付かずに　繰り返してる大人になっても　虹を作っては　手を伸ばす幾つもの景色を　通り過ぎた人に　問う君を今　動かすモノは何？　その色は？　その位置は？夢なら　どこかに　落としてきた希望と　遙かな距離を置いたほら　今も　揺れる白い花僕は気付かなかった　色も位置も知っていた虹を作ってた　いつしか花は枯れてた視界にあるのは　数えきれない　水たまりだけ大事な何かが　音も立てずに枯れてたブリキのジョウロが　涙で満ちてったまだ虹を作ってる　すがる様に繰り返してる触れられないって事も　知りながら　手を伸ばす名前があったなぁ　白くて　背の高い花枯れて解ったよ　あれは僕のタメ　咲いてた気付くのが　遅くて　うなだれた　僕の目が捕らえたのは　水たまりの中の　小さな芽　新しい芽生きていく意味と　また　出会えた自分の価値が　今　生まれた枯れても　枯れない花が咲く僕の中に深く　根を張るほら　ここに　揺れる白い花僕は気付かなかった　忘れられていた名前僕の中で揺れるなら折れる事なく揺れる　揺るぎない信念だろう
0,扉開けば　捻れた昼の夜昨日どうやって帰った　体だけが確かおはよう　これからまた迷子の続き見慣れた知らない　景色の中でもう駄目って思ってから　わりと何だかやれている死にきらないくらいに丈夫　何かちょっと恥ずかしいやるべきことは　忘れていても解るそうしないと　とても苦しいから顔を上げて　黒い目の人君が見たから　光は生まれた選んだ色で塗った　世界に囲まれて選べない傷の意味はどこだろうご自分だけがヒーロー　世界の真ん中で終わるまで出突っ張り　ステージの上どうしよう　空っぽのふりも出来ないハロー　どうも　僕はここ覚えてしまった感覚　思い出とは違う類もっと涙の側にあって　いつも心臓掴まれていて充分理解出来ている　ずっとそれと一緒そうじゃないと　何も見えないから息を繋ぐ　生きる強い人止まる心を　引き摺って連れてきた塞いだ耳で聴いた　虹の様なメロディー砕けない思いが内側で歌う隠れていたってヒーロー　守るものがある恐いのは　それほど気付いているから扉開けば　捻れた本当の嘘空っぽのふりのふり　体だけが確かおはよう　今でもまだ最後の続き叫ぼう　そこから　どうも　僕はここさあ目を開けて　君は強い人その目が見たから　全ては生まれた選んだ色で塗った　世界に囲まれて選べない傷の意味はどこだろうご自分だけがヒーロー　守ったものがある恐いのは　その価値を知っているから塞いだ耳で聴いた　虹の様なメロディー砕けない思いが内側で歌う悲鳴をあげたヒーロー　世界の真ん中で終わるまで出突っ張り　自分が見ているだからもう　死んだふりも意味ないハロー　どうも　僕はここ
0,どんどん強く　もっと強く　唄声響く痛みの塔そのてっぺんに　しがみついて　震えてるのはどちら様捨てたくても捨てられなくて　小さな痛み溜まってたそいつをずっとしまってきた　一個目の箱満たされた別に今更辛くもないけど　誰かが見てくれたらなこれだけあれば許されないかな　少し優しくされるくらい捨てたものも拾って詰めて　満タンの箱積み上げた通りすがりを横目に見て　十個目の箱積み上げたそうか　これでもまだ足りないのか　誰にも見えてないようだそれじゃどんどん高くしなくちゃ　世界中にも見えるくらいどんどん高く　もっと高く　鳥にも届く痛みの塔そのてっぺんに　よじ登って　王様気分の何様何事かと大口開けた　やじ馬共を見下ろしたここから見たらアリの様だ　百個目の箱積み上げたお集まりの皆様方　これは私の痛みですあなた方の慰めなど　届かぬ程の高さに居ますきっと私は特別なんだ　誰もが見上げるくらいに孤独の神に選ばれたから　こんな景色の中に来たどんどん高く　もっと高く　雲にも届け痛みの塔そのてっぺんに　あぐらかいて　神様気分の王様聴こえるのは風の音だけ　千個目の箱積み上げた下を見たら目眩がした　掛けた梯子飛ばされたそして　本当に寂しくなった　誰にも見えてないようだ声も出ない程　怖くなった　ふいに聴こえたハンマーソング下から順にダルマ落とし　誰かが歌うハンマーソング皆アンタと話したいんだ　同じ高さまで降りてきてどんどん強く　もっと強く　唄声響く痛みの塔そのてっぺんに　しがみついて　鼻を垂らしてる神様神様気分の俺様　俺様気分も逆様　有り様　どちら様
0,明日はとうとう　出発する日だ最後の夜なのに　する事がなくて入りの悪いラジオなんか聴いて調子外れの口笛なんか吹いていた上着もちゃんとカバンに詰めた切符も財布に入れた　ついでにあのコの写真も今日のうちに皆に会っておこうこれからしばらくケンカもできない明日の朝　発って　丸一日かけて夢に見た街まで行くよこんなにステキな事　他にはない　だけどひとりぼっち　みんないなくて元気にやって　いけるかな僕の場所は　どこなんだ遠くに行ったって　見つかるとは限んないろくに笑顔も作れないからうつむいて　こっそり何度も呟いてみるひとりぼっちは怖くない…手紙を書くよ　着いたらすぐにガラじゃないけど　青い便箋でピンボケでよけりゃ　写真も添えて何より先に　手紙を書くよ明日はとうとう　出発する日だバイバイとか　サンキューとか簡単だけど明日はいつも　出発する日だ怖がってなんか　いないよ昨日の夜できた唄を持って夢に見た街まで行くよこんなにステキな事　他にはない　だからひとりぼっち　空の下で上手に唄ってみせるから僕の場所はココなんだ遠くに行ったって　僕の場所は　変わんないこれから先　ひとりきりでもたぶん　大丈夫　みんなが　ココで見守っている僕の場所はここなんだおじいさんになったって　僕の場所は変わんないこれから先　ひとりきりでも－うん、大丈夫！　みんなは　ここで見守っていて見守っていてひとりぼっちは怖くない…
0,誰にも聞こえない悲鳴が　内側で響く気付かないふりした人が　気付かれるのを待っているいつか知った何かの言葉　重い鎧のようにこの体を守るあまりに　動きを鈍くした光らなくなった靴の事　忘れてしまった唄の事失くさないで運んでいく　やり方はないと決めている誰にも聞こえない悲鳴が　内側で響くため息　胸に手を当てさせたのは　誰だろう明日生まれ変わったって　結局は自分の生まれ変わり全部嫌いなままで　愛されたがった　量産型この心　自分のもの　世界をどうにでも作り変えるどういじればどうなるか　本当は　ちゃんと　知っている　ずっと誰かの掲げた旗を　目印にして大人しく歩くけど　作った旗も隠しているこのまま終わるものだって　なんとなく悟り笑って歩くけど　作った旗が捨てられない光らなくなった靴の光　忘れてしまった唄の唄失くさないで運んでいく　やり方を上手に出来ている涙は君に羽根をもらって　キラキラ喜んで　飛んだ踊ったあまりにも綺麗だから　愛されなかった　量産型悲しいほど強い魂　どれだけ憎んでも消えない　消せない何よりも綺麗な事　本当は　もっと　知っている　ずっと涙は君に羽根をもらって　キラキラ喜んで　飛んだ踊った消えてしまう最後まで　命を歌った　量産型その心　自分のもの　君が見たものから生まれてゆく何よりも綺麗な事　本当は　もっと　知っている　ずっと
0,自分にひとつウソをついた　「まだ頑張れる」ってウソをついたところがウソは本当になった　「まだ頑張れる」って唄ってたずっとそうやって　ここまで来た憧れていたプリマドンナ　眠りの中限定パイロット自分が主役の夢を見て　笑われないうちに忘れるんだ本当に忘れたの?　そりゃ無理だよね　そりゃそうさそれがまさに生きていく理由　何かを賭して手にするもの傷つきながら　しがみついて離せない　それだけのものここが僕のいるべき戦場　覚悟の価値を決める場所ひとつのウソにさえ　すがる僕に捧げよう　誓いの歌　SHOUTa BATTLECRY日毎生意気になってやろう　大言壮語も吐いてやろう最後に見事笑ってみせよう　主役を思い知らせてやろう本当強がってんだ　強がって　またウソついてそれが僕のわずかな力　ただの強がりもウソさえも願いを込めれば誇れるだろう　望めば勇気にもなるだろうここが僕のいるべき戦場　覚悟の価値を決める場所ひとつのウソにさえすがる僕のそのウソが誓いに変わる戦場に赴く戦士に誓いの歌を優しさでもいたわりでもない戦いぬく勇気をずっと強がってんだ　強がって　またウソついてそれが僕の生きていく理由　何かを賭して手にするもの傷つきながら　しがみついて離せない　それだけのものここが僕のいるべき戦場　覚悟の価値を決める場所ひとつのウソにさえ　すがる僕に捧げよう　誓いの歌　SHOUT a BATTLECRY
0,帰り道　僕の足　白黒の真昼呼吸はどうか　普通かどうか　手を当てた胸に記憶が揺れる　混ざって溢れる離さないで　離さないで　誰がそこにいるの途中のまま　止まったまま　時計に置いていかれる歩かなきゃ　走らなきゃ　昨日に食べられるどうしても見る　見たくない傷忘れないで　忘れないで　心だけが世界数秒後出会う景色さえも　想像できなくなってしまった鏡の中でこっちを見ている　知らない人に全て知られているまだ心臓が　まだ心臓がどれが誰　誰が僕　白黒の真昼思考はどうか　自分かどうか　どこまでが本当か考える度　溺れそうになる絶やさないで　守り抜いて　弱く燃える灯り覚えている言葉の事　思い出せる温度の事なくして消えた消せない事　なくなることが決まっている事もう一度　もう二度とまだ心臓が　まだ心臓があの声を　温かさを確かめて　まだ心臓がパレードは続く 心だけが世界パレードは続く 僕はここにいるよパレードは続く 心だけが世界パレードは続く 弱く燃える灯り
0,ねぇ　優しさってなんだと思う　僕少し解ってきたよきっとさ　君に渡そうとしたら　粉々になるよねぇ　君のために生きたって　僕のためになっちゃうんだ本当さ　僕が笑いたくて　君を笑わせてるだけなんだ　ごめんね人に良く思われたいだけ　僕は僕を押し付けるだけ優しくなんかない　そうなりたい　なりかたが解らないねぇ　心の中に無いよ　僕のためのものしかないよそうじゃないものを　渡したいけど　渡したい僕がいるねぇ　優しさってなんだと思う　さっきより解ってきたよきっとさ　君の知らないうちに　君から貰ったよ　覚えはないでしょう皆　良く思われたいだけ　自分自身を売り込むだけ優しくなんかない　そうなりたい　僕が一番ひどい頭ヘンになったかも　いやいや至ってまともだよ望みは望まない事　僕が知らないうちに　君のためになれる事あぁ　うん　言われなくたって気付いてる　僕ちょっと考え過ぎありがとう　笑ってくれたおかげで　僕も笑えるねぇ　優しさって知ってるんだ　渡せないのに貰えたんだきっとさ　人と人との　心の外の中だけに　在るんだひとりごと君に良く思われたいだけ　僕は僕を押し付けるだけ優しくなんかない　なれやしない　なりたいと思わない一人では無理な事だから　誰かとの間に在るからどちらのものでもない　名前のない　それだけに出会いたいねぇ　優しさってなんだと思う　もう考えなくたっていいや本当さ　僕ら知らないうちに　僕らで作ったよ二人で出会ったよ
0,羽根の無い生き物が飛べたのは　羽根が無かったから僕にはとても出来やしないけど　同じ生き物だ手を振ったあなたの無事が　今でも気に掛かる夜明け前やりたい事に似た逆の事　誰のための誰分かち合えない心の奥　そこにしか自分はいないもう答え出ているんでしょう　どんな異論もあなたには届かないもう誰の言う事でも　予想つくぐらい長い間　悩んだんだもんねいつだってそうやって頑張って考えて　探してきたじゃないかいっぱい間違えて迷って　でも全て選んでいくしかなかったグライダー雨雲の中憧れた景色とはいつでも会える　思い出せば諦めたものや無くしたものが　鳥になってついて来るやかましく鳴き喚いたりもせず　必死に寄り添ってるさあ　あなたにしか出来やしない事　違う生き物だ怖くても誰も背中押さないよ　押す方も怖いからそれくらいあなたは勇敢な人　まだ泣けないまま　飛び出してからずっとぶつかってぐらついてパラシュート引っ張って　絡まっていたりしないかキリ無い問答不安材料　でも全て抱いていく墜ちられないグライダー誰にも見えないさいつだってそうやって頑張って考えて　探してきたじゃないか疑った手で掴んで　大切に信じるしかなかったグライダー雨雲の中夜明け前
0,未来の私が笑ってなくても　あなたとの今を覚えてて欲しい心の始まりは強すぎて　言葉じゃ間に合わなくて足りないからどんどん足すから　弱くなって終わりにした繰り返す事を疑わずに　無くす事を恐れずに自分のじゃない物語の　はじっこに隠れて笑ったそうしなきゃどうにも　息が出来なかったたいして好きでもない　でも繋いだ毎日あなたのためとは　言えないけどあなた一人が聴いてくれたら　もうそれでいい約束は誰かと作るもので　誰かが頑張り屋で追い付けなくて離れて　自分だけがまだ持ってる明日に望まなくなったのは　今日がその答えだから諦めて全部受け入れて　でもはじっこに隠して持ってる滲んでも消えない　ひとり見た桜眠りの入り口で　手を繋いで見てる変われなくて　いつも戸惑うけど誰か一人が認めてくれたら　もうそれでいい過去からの声は何も知らないから　勝手な事ばかり　それは解ってる未来の私が笑ってなくても　あなたとの今を覚えてて欲しい心の始まりは脆すぎて　言葉には嫌われて何をどうしたって手遅れで　砕け散って終わりにした終わりにしたら始まって　言葉も心も超えてささやかな響きになって　さよならの向こうへ変われなくて　いつも戸惑うけど誰か一人が笑ってくれたら　僕はこれがいいあなたのためとは　言えないけどあなた一人が聴いてくれたら　もうそれでいい未来のあなたが笑ってないなら　歌いかける今に　気付いて欲しい未来の私を思い出せたら　あなたとの今を忘れなくていい
0,蛍みたいな欲望が　ハートから抜け出して逃げるように飛び始めたものが　夢になった当然捕まえようとして　届きそうで届かなくて追いかけていたら　物語になった色んな場面を忘れていく笑って泣いた頃もあって　そうでもない今もあってどっちでもいいけど　どっちでも追いかけていた分かれ道もたくさんあって　真っ暗に囲まれて微かな金色に　必死で付いていったいつの間にか見えなくなっても　行方探している命の仕掛けは　それでもう全部色々と難しくて　続ける事以外で生きている事　確かめられない報われないままでも　感じなくなっても決して消えない　光を知っている諦めなければきっとって　どこかで聞いた通りに続けていたら　やめなきゃいけない時がきた頑張ってどうにかしようとして　頑張りの関係ない事態でふと呼吸鼓動の　意味を考えた解らない事ばかりの中　唯一解っていた大切なものが　あぁ一人だけの痛みに耐えて　壊れてもちゃんと立って諦めた事　黄金の覚悟まだ胸は苦しくて　体だけで精一杯それほど綺麗な　光に会えた物語はまだ終わらない　残酷でもただ進んでいくおいてけぼりの空っぽを主役にしたまま　次のページへ色んな場面を忘れていく命の仕掛けは　わずかで全部色々と難しくて　続ける事以外で生きている事　確かめられない報われないままでも　感じなくなっても決して消えない　光を知っている一人だけの痛みに耐えて　壊れてもちゃんと立って諦めた事　黄金の覚悟今もどこかを飛ぶ　あの憧れと同じ色に　傷は輝く
0,誰かの為に生きる　という思いを込めた旗を抱き拾ってきた笑顔の中に　自分の笑顔だけ見当たらないいつか聞こえた泣き声を　ずっと探してきたんだね少し時間が掛かっただけ　自分の声だと気付くまでに星は廻る　世界は進むおいてけぼりの　心の中に微かでも　見えなくても　命の火が揺れてる風を知って　雨と出会って　僕を信じて燃えてるここに居場所は無い　という涙で濡れた土の上で倒れそうな旗をいつまでも　支え続けてる人がいる汚れた猫が歩いていく　「行き」の道か「帰り」の道か支えてきた旗を　今まさに　引き抜こうと決めた人がいる旅立つ人よ　その行く先を照らす明かりは　君の中に微かでも　見えなくても　命の火が揺れてる歌うように　囁くように　君を信じて燃えてる旅立つ人よ　声が聴こえる「愛しい人よ　あなたの中に」星を廻せ　世界を掴め僕らの場所は　僕らの中に　どんな時も微かでも　見えなくても　命の火が揺れてる風を知って　雨と出会って　僕を信じて燃えてる歌うように　囁くように　君を信じて待ってる微かでも　見えなくても　命の火を見つける
0,気付いたらもう嵐の中で帰り道がわからなくなっていた記憶の匂いばかり詰めた空っぽの鞄をぎゅっと抱えて時を奪う雨と風の中で見えなくなって聞こえなくなってしまった体だけが自動で働いて泣きそうな胸を必死で庇って止まったら消えてしまいそうだから痛みとあわせて心も隠して振り返ったら吸い込まれそうだから今を繰り返す　臆病な爪と牙ここにいるためだけに命の全部が叫んでいる涙で出来た思いがこの呼吸を繋ぐ力になるいくつもなくなったあとに強く残った　ひとつ残ったその声は流れ星のように次々に耳に飛び込んでは光って魚のように集まりだして冷たかった胸に陽だまりが出来たオーロラが広がっているって知ったふと足もとの虫と目が合って笑った自分のじゃない足音と会った全てその声が見せてくれた普通の触れ方を知らないから戸惑っていたら触れてくれた手にどれだけ夜をくぐり抜けてもずっと冷めないままの熱が　脈を打つ君がいるそれだけで命の全部が輝く凍りついた心にその鼓動が響き火を灯すわからないままでも側に君の側に　一番近くに空っぽの鞄は空っぽで愛しい重さを増やしていく重くなる度怖くなった潰さないように抱きしめた掴むよ　掴んでくれた手を闇を切り裂け　臆病な爪と牙ここにいるためだけに命の全部が叫んでいるちゃんと守れるように作られた体で生まれたよ涙超えた言葉がその鼓動から届き勇気になる君がいるそれだけでああ　まだ温かいいくつもなくなったあとに強く残った　ひとつ残った離れない　いつでも側に僕の中に　一番近くに
0,ワタシハ　ドンナニ離レテモ　イツダッテ僕ノ　周回軌道上アナタハ　ドンナニ離レテモ　イツダッテ君ノ　周回軌道上応答願ウ心ノ裏側ヲ　グルリト回リ戻ッテキタflyby　距離ハソノママデモ　確カニスグ側ニ居タバイバイ　忘レテモ構ワナイ　忘レナイカラ応答願ウ　ズット　応答願ウ教エテモラエタ　声ヲ乗セテ　メロディーヲ送ル○月×日本日モ通信試ミルガ　応答ハ無シアナタハ　ドンナニ離レテモ　君ノ心ノ　周回軌道上
0,"君の夢がゴミと化して　はや幾星霜捨ててこそゴミでしょうと勇ましく見るからにしぶとそうだ　不燃物だろう指定された火曜日　ほっと一息だけど　持って行かれてないぜ　紙が貼ってあるぜなになに「燃えるゴミは月曜日」燃えるのか　これ燃えるのか燃えなさそうでも　燃えるのか燃えますよ　灰に出来ますよあなたがそうしたくないだけなのでは君の夢がゴミと化して　はや幾星霜同じ轍は踏まぬぞと勇ましく明らかにでかいから　粗大ゴミだろうこれを捨てるためなら　金も払えるだけど　持って行かれてないぜ　紙が貼ってあるぜ「普通のゴミはゴミ袋へ」入るのか　これ入るのか小さな袋に　入るのか入るでしょ　それ3,000個ぐらい大きくあって欲しいだけなのでは出来るのか　処理出来るのかそんなすぐ片付く　ゴミなのかゴミなのか　これゴミなのか認めたくないけど違うのかゴミですよ　それ邪魔ですよ放っておいたら　もはや公害捨てないのなら　違いますよ持ち主がいるのなら夢ですよあの日からずっとずっと夢のままですよ君のゴミが夢と化して　はや幾星霜燃やせなくて粗大で　味が出てきた　なんて事もない持って行かれてないぜ"
0,四畳半を拡げたくて　閃いてからは速かった次の日には　出来上がった　手作りプラネタリウム科学の本に書いてあった　作り方の他にアレンジ実在しない穴を開けて　恥ずかしい名前付けた消えそうなくらい　輝いてて触れようと　手を伸ばしてみた一番眩しい　あの星の名前は僕しか知らない天井も壁も無くなって　代わりに宇宙を敷き詰めて窓は一度も　開けないままで　全てを手に入れた四畳半の片隅には　ここにしか無い星がある傷付かず　傷付けないままで　君をついに閉じ込めた近付いた分　遠ざけてて触れる事は　諦めてた背伸びしたら　驚く程容易く触れてしまったやめとけば良かった当たり前だけど　本当に届いてしまったこの星は君じゃない　僕の夢本当に届く訳無い光でも　消えてくれない光四畳半の窓を開けて　見上げれば現実が巡る実在しない星を　探す心が　プラネタリウム消えそうなくらい　輝いてて 消えてくれなくて泣きそうなくらい　近付いてて　届かなくて見えなくても　輝いてて触れようと　君の名前を呼ぶ一番眩しい　あの星の涙は僕しか知らない消えそうなくらい　輝いてて触れようと　手を伸ばしてみた一番眩しい　あの星の名前は僕しか知らないいつだって見付けるよ　君の場所は僕しか知らない僕しか見えない
